,Target,Topics
196,جناب آقای دکتر پزشکیانرئیس‌جمهور محترم جمهوری اسلامی ایران با سلام و احترام، جامعه داروسازی از شما ت,0
197,بسم تعالی مقام معظم رهبری ریاست محترم جمهوری ریاست محترم بانک مرکزی سازمان محترم تأمین اجتماعی با سل,15
198,جناب آقای دکتر پزشکیان ریاست محترم جمهوری اسلامی ایران سلام با عنایت به اینکه دکتر رحمت‌الله بیگدلی ,0
199,دکتر محمدجواد ظریف عزیز، ما این راه را با شما آغاز کردیم. وقتی کت را از تن درآوردید و آستین‌ها را با,75
200,جناب آقای دکتر پزشکیان رئیس جمهور محترم با سلام و احترام، با توجه به قوانین فدراسیون فوتبال و سهمیه ,0
201,کارزار دعوت از «یک نفر + همه مردم» برای خدمت ریاست محترم جمهور با سلام و احترام اهمیت توجه به امور ن,-1
202,پژوهشگر فرزانه نهج البلاغهدانشمند ارجمندمرد صادقریاست محترم جمهوری اسلامی ایراندکتر مسعود پزشکیان سل,-1
203,به نام خدا جناب آقای دکتر مسعود پزشکیانریاست محترم جمهوری اسلامی ایران با سلام و احترام، همان‌طور که,0
204,به نام خدا به دانش گرای و بدو شو بلندچو خواهی که از بد نیابی گزند جناب آقای دکتر پزشکیان رئیس جمهور ,41
205,رئیس‌جمهور ایرانجناب آقای دکتر مسعود پزشکیان رئیس مجلس شورای اسلامیجناب آقای دکتر محمد باقر قالیباف ,49
206,جناب آقای دکتر مسعود پزشکیانریاست محترم جمهوری اسلامی ایران با سلام؛ احتراما با توجه به وعده‌های انت,0
207,نمایندگان محترم مجلس شورای اسلامی ایران با سلام و درود بدین‌وسیله امضاکنندگان ذیل این کارزار به‌عنوا,-1
208,جناب آقای دکتر مسعود پزشکیان ریاست محترم جمهوری ما به «برای ایران» رای دادیم نه به «بلای ایران...!» ,-1
209,رئیس و نمایندگان محترم مجلس شورای اسلامی دبیر و اعضای محترم شورای نگهبان سلام خواهشمند است قانونی وض,104
210,بسم الله الرحمن الرحیم مدیریت محترم پخش فرآورده‌های نفتی با سلام؛ اینجانب به همراه جمعی از نیروهای ت,-1
211,رئیس جمهور محترمجناب آقای مسعود پزشکیان رئیس محترم قوه قضائیهجناب آقای غلامحسین محسنی اژه‌ای مقامات ,28
212,بسم الله الرحمن الرحیم جناب آقای دکتر مسعود پزشکیانریاست محترم جمهوری اسلامی ایران سلام علیکم، احترا,116
213,بسم الله الرحمن الرحیم رئیس جمهور محترم جمهوری اسلامی ایرانجناب آقای دکتر پزشکیان با سلام و احترام؛ ,116
214,رئیس محترم جمهور وزیر محترم میراث فرهنگی کشور هنرمندان جمهوری اسلامی ایران درود بر همه‌ی دوستداران ت,37
215,بسمه تعالی جناب آقای دکتر پزشکیانرئیس‌جمهور محترم با سلام و احترام، اینجانبان امضاکنندگان ذیل، با تو,-1
216,رئیس محترم جمهور سلام؛ پیروزی انقلاب شکوهمند اسلامی در بهمن ۱۳۵۷ و به‌دنبال آن استقرار نظام جمهوری ا,-1
217,وزیر محترم نفت با سلام؛ با توجه به اینکه ماده ۱۰ قانون اختیارات وزیر نفت مصوب سال ۹۲ که تاریخ اجرای ,-1
218,بسم الله الرحمن الرحیم جناب آقای دکتر مسعود پزشکیانریاست محترم جمهوری اسلامی ایران سلام علیکم، اکنون,116
219,وزیر محترم آموزش و پرورش با سلام؛ از وزارت آموزش و پرورش درخواست می‌کنیم که رشته‌ی کارشناسی محیط زیس,4
220,ریاست محترم جمهوری اسلامی ایران با عرض سلام؛ احتراما، با عنایت به وعده حضرتعالی در ایام انتخابات، مب,-1
221,ریاست محترم بنیاد مستضعفان با سلام؛ با توجه به فرمایشات رهبر معظم انقلاب مبنی بر حمایت و رعایت حقوق ,62
222,بنام خدا إِنَّ اللَّهَ یَأْمُرُکُمْ أَنْ تُؤَدُّوا الْأَمَانَاتِ إِلَیٰ أَهْلِهَا وَإِذَا حَکَمْتُمْ,22
223,رئیس و نمایندگان محترم مجمع تشخیص مصلحت نظام سلام شورای نگهبان طرح ساماندهی کارکنان دولت را تأیید کر,-1
224,بسمه‌تعالی رئیس و نمایندگان محترم مجلس شورای اسلامیدبیر و اعضای محترم شورای نگهبان سلام علیکم، فرصت‌,104
225,وزیر محترم آموزش و پرورش رئیس محترم سازمان سنجش با سلام؛ احتراما به اطلاع می‌رساند فارغ‌التحصیلان رش,-1
226,ریاست محترم شورای اسلامی شهر تهران اعضای محترم شورای اسلامی شهر تهران شهردار محترم تهران سلام علیکم؛,-1
227,جناب آقای دکتر پزشکیانریاست محترم جمهوری اسلامی ایران، سلام شما پزشک هستید؛ آموزش و پرورش چونان بیما,47
228,بسمه تعالی ریاست محترم مجلس شورای اسلامی سلام علیکم؛ احتراما همانطور که می‌دانیم رئیس‌جمهور از طریق ,3
229,رئیس و نمایندگان محترم مجلس با سلام طرح اضافه شدن زمان تحصیلات به سابقه‌ی بیمه در بیمه تأمین اجتماعی,-1
230,بسمه تعالی به دور از هرگونه غلو، چندین سال است که با تصویب قانون تسهیل نهاد پذیرش وکالت دادگستری، شا,-1
231,به نام ایزد منان معاون اول محترم ریاست جمهوری، جناب آقای دکتر محمدرضا عارف با عرض سلام و تحیات، بدون,0
232,بنام خداوندگار اندیشه و خرد وزیر محترم میراث و گردشگری وزیر محترم اطلاعات و امنیت ریاست محترم یگان ح,160
233,جناب آقای دکتر مسعود پزشکیان رئیس جمهور محترم و محبوب ملت شریف ایران با سلام عرض ادب و احترام؛ ضمن آ,0
234,وزیر محترم نیرو ریاست محترم جمهورآقای دکتر مسعود پزشکیان با سلام؛ با توجه به سختی کار کارکنان نیروگا,-1
